featureid	rab.all	rab.win.3.mild	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	7.51081905471399	9.76047640486167	0.892908144261176	-8.73417861641303	4.94337813692428	-1.61564271633528	0.055664230443663	7.22109767686422e-05	0.000781305105885047	1.87732272383732e-06	0.000120869909765469
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	13.3553184877597	14.5198736443507	10.2496006725709	-3.95053494759622	3.78200016636647	-0.886411586046179	0.159024440801511	0.00136056744243633	0.0146898639631261	0.000522082100365976	0.00679208457155285
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus	2.13930579167119	6.56560135912253	0.00492987465748662	-6.39711395053914	5.79801194784502	-0.979120700091573	0.174804732291203	0.00616742289639686	0.0338102690670164	0.00236775740907967	0.0198101702682194
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Renibacterium	3.65592347648961	7.10521751134086	0.148856749755323	-6.635612624235	4.41100812322001	-1.30180385741499	0.115234449979676	0.000193846714257314	0.00243153577478814	0.000172336609168035	0.00261561939915215
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	8.97637874497001	10.3057158549976	4.09369807458115	-6.08588834213705	5.1733762377292	-1.05199211027867	0.114146417130741	0.000219994412032942	0.00319028559688984	6.36112136764269e-05	0.00136257223048872
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__	1.69620930046029	-0.612529098929842	10.013028292639	8.46825152456122	7.53250256684019	1.04844932859513	0.152343803488909	0.00104518291346969	0.00958578651660173	0.00176902234429075	0.0147013316705125
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia	2.06286393855946	-1.12729739946598	12.9613740647135	13.5950127475711	4.88526464498521	2.4793125768762	0.0664063889540672	6.70417969201751e-07	2.03392387939071e-05	1.0970818312672e-05	0.000332671270955026
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__;g__	0.604674016073238	-1.43284477562865	5.57894727335371	6.47362676640809	5.16321477674079	1.1660233074862	0.129756162578312	0.00239569879712708	0.0131914583790458	0.000894431629186905	0.00823525342307941
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus	4.91019966234506	0.827293866497806	12.0736141413776	10.2979485585905	6.01448609403712	1.5514878240509	0.0790245049419578	4.41479019634307e-05	0.000521598646803961	1.81125419014252e-05	0.000503668016160715
