featureid	rab.all	rab.win.2.asymptomatic	rab.win.3.mild	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	9.17355926445211	1.29925917005395	9.71669895337637	7.98894923262569	8.48147194558861	0.764508603712603	0.306341481486206	0.00191533545058627	0.0299514530514397	0.0505667350910476	0.255114470831595
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	13.8532459081918	12.1445052197495	14.4917681016431	2.81844542343753	4.87813392253456	0.529056684180375	0.221463446668199	0.00257637410949509	0.0382759472548741	0.00350659250376167	0.0479947558066864
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Renibacterium	1.59019836662983	-0.533592868289395	7.0737713224924	7.40051089366329	3.70185162508838	1.84781424524346	0.0576173493723893	2.84341238275129e-05	0.000577618109550087	4.00951828849123e-06	0.00018424089395713
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia	4.05496412533204	9.30302049614273	1.09745578921216	-6.50960526837508	6.89746320099285	-0.872035510169585	0.196097599202521	0.00283988164391705	0.0312640985336019	0.00221930153405148	0.0308296100397804
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__	9.09696179762368	10.4416076166069	4.07973633757505	-6.46149084909658	6.42530541811041	-0.874350715899198	0.164878097041956	0.000967447703564676	0.0181033104781168	0.000726047900573482	0.015135519403277
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	7.4507029767662	3.51008312411688	9.40575765028131	4.80642241463749	6.33020510352579	0.687628779177498	0.236097589990752	0.00282751546526252	0.0402433354101415	0.00916078551002105	0.092498086456279
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__	2.21647730649969	-0.113970411426845	14.0168698747736	13.5407043364408	4.86399804379112	2.12298966912172	0.0820313602790425	2.65693780570486e-06	9.33656358789255e-05	1.04501097549995e-05	0.000400806524457206
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter	1.94506802721517	-0.24296126361765	10.8952081144329	10.6369484869089	4.61388281251716	1.91748839288393	0.0839844824396976	2.45478088583983e-05	0.000503422202149636	1.0673393373054e-05	0.00039897112995952
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes	1.9234837932014	-0.389291445331459	11.6903768137485	11.3208969819582	4.97523576136338	1.82634843938365	0.0947266563974041	3.17739371034835e-06	0.000113625811375237	3.15421622095135e-05	0.00100879416557177
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pelomonas	1.29379579400021	-0.256661870699867	4.94134143005992	4.7832934248199	4.91866856621519	0.877155554507854	0.179512238269478	0.00758995607375985	0.0469260854630415	0.00185915326717109	0.025696190883869
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__	7.2177155688075	1.01756076031869	10.7763672765541	9.44229985223021	5.809516472255	1.33559020762157	0.0897561971311749	2.09303935713456e-05	0.000608260384967289	1.33334383844328e-05	0.000504329388659688
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	2.08276722081288	8.87735865084517	-0.580285787861277	-7.41427878938071	8.51227666286098	-0.795545912399487	0.194335976287844	0.00293296064362088	0.0337594674876866	0.00381949461209167	0.0422279800468447
