featureid	rab.all	rab.win.2.asymptomatic	rab.win.3.mild	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	8.08676832901658	0.206408599057396	8.5885396065927	8.06977300015214	8.54849741390085	0.744153218822554	0.32910157787836	0.00299209563723907	0.0367060421676899	0.0838863625772318	0.287823541522372
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	12.9228434997472	10.9356048769052	13.5454348933665	2.62162132866129	5.28254087826707	0.434010823885185	0.252929713478725	0.00359186499716671	0.0434646075797565	0.00918982334115108	0.0800635503816739
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	10.4392128843195	12.0222798462547	8.05534595766266	-3.73989720639089	3.0679263639099	-1.16900055843329	0.124878116846099	4.51607889828852e-05	0.00135998941164776	5.16808767059827e-05	0.00155084711981228
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	2.43944341074414	-0.336874660351688	6.45576041075865	6.62814235939037	5.96097040344607	0.962563146908223	0.169921921495051	0.00296228810059396	0.0241840407703392	0.000789286118541557	0.0128772206825355
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	1.59078680442968	-1.03607009630884	13.1050004969452	13.7060615423901	5.14815407457607	2.02918302212836	0.0848781547571128	1.09902000523964e-05	0.000261265244484284	1.33979907764149e-05	0.000510579526018142
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	3.62800917791275	-0.000845717083855391	5.1223643248768	4.63933282608915	5.65488855722339	0.763720967600185	0.213658570381221	0.00611026690075972	0.0466084920124868	0.0042179089965971	0.0460651626200399
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	10.8771841099422	6.53038884345405	13.2279790432319	6.66976785269291	7.22268773064848	0.908756024178455	0.156097612743113	0.00055582192289063	0.0104314560082358	0.000524623004794209	0.00991851352275854
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae	3.00135627755526	-0.901855978986926	13.5516890042254	14.15547873321	4.98731933826648	2.42238345744323	0.0331710203427462	8.54814689322475e-10	1.26748003290243e-07	7.545544608607e-08	1.1488859460213e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	8.0988336674519	4.06832123850883	11.686158457995	7.53761717531697	6.29035744604804	1.20790919708013	0.0780488967655282	1.08412862013147e-05	0.000416763137156518	5.70723888530118e-06	0.000284034236044533
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	3.76646328634675	-0.585018353589869	8.60435881248348	8.59291773656325	5.35363408088132	1.41632395457235	0.0869141659178176	4.45993007385192e-06	0.000173456806723908	8.68180602643305e-06	0.000362604405023927
