featureid	rab.all	rab.win.1.negative	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	7.24415973821435	8.92840039356033	-0.261955544140033	-8.65763512519689	5.36702629563861	-1.35608059884092	0.111328203053842	2.61087293542693e-05	0.000173009784569327	1.07691220570959e-05	7.76580540304578e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	6.68499451704693	3.64322032018691	9.67111412600936	5.92352040126409	7.84515014103549	0.723826523495519	0.211707351327927	0.00143734809119291	0.0059253658308918	0.00177937460202814	0.00725303872922102
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	6.98624127829954	8.39002067849102	0.00312295483484171	-8.14752393299573	4.99716189788525	-1.35438115268547	0.101562586755334	1.77647116249758e-05	0.000119500157382465	4.56628912675371e-06	3.79066376256807e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	4.04933978713511	7.18418628369591	-0.123599400125928	-6.79524017690544	6.01621712593796	-0.966286224449388	0.167968797202941	0.000527081386915022	0.00248686669791039	0.000166527957696537	0.000827514528914712
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	8.12443397207582	9.76499659852571	-0.26994187894076	-9.76436925297733	4.98473539197188	-1.81045399625294	0.0487806806307078	6.00907858316678e-07	4.80856775645242e-06	1.04101279091874e-07	2.83885518127899e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	11.1804400203538	13.0444684874966	1.74139970589335	-10.2113210294757	5.81968165965841	-1.62836577833323	0.0947266563974041	2.97858481361036e-06	2.62684757942077e-05	2.20750202053419e-06	2.24756812991994e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	7.98990618956932	10.5111932537829	-0.111503899317988	-10.1629467509311	5.47843092371606	-1.64420499168207	0.0927735336288211	9.92761073772366e-07	8.49199877249389e-06	2.29844960067727e-06	2.17080799974346e-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	4.59845653739977	7.2785044524838	-0.578799083189021	-7.97537778446461	4.98164792911855	-1.52063972619177	0.0732423124135955	1.26003357631268e-06	9.18407181716604e-06	4.0523394055203e-07	6.9291067108724e-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	6.01358328600135	4.66365429979012	12.7670393311645	7.50158901179516	5.27686094383133	1.44638664647208	0.0810547992495738	9.99375036773587e-08	2.01282507475728e-06	7.41765623722696e-07	1.10254406354087e-05
