featureid	rab.all	rab.win.1.negative	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria	-4.9779517571635	-5.57501149551975	-3.79891366565476	1.92000659626466	4.47061880163738	0.386386610060291	0.319335954013905	0.188943785221283	0.234746184436699	0.166351062368288	0.200206992083747
k__Bacteria;p__Actinobacteria	7.47752484918031	7.05918311615887	8.813206837813	1.34485830985761	3.88753710048592	0.307954359260358	0.353515637734542	0.432637855461136	0.487459803845471	0.159443234179944	0.217337388951967
k__Bacteria;p__Bacteroidetes	9.93843643685272	9.73186886867451	10.3543853357275	0.628149286110269	2.62807603210136	0.175312662853233	0.392195130918958	0.323313057836587	0.395687112407084	0.29446557657509	0.338881568521514
k__Bacteria;p__Chlorobi	-3.93893661052264	-5.45453644979996	2.33486738671117	7.02793379929523	5.3962498952006	1.18983176737603	0.121951289521046	0.000646202469257066	0.00181712459146881	8.5019163153354e-05	0.000307298024568777
k__Bacteria;p__Chloroflexi	-4.96734759659103	-5.59607565944177	-3.71051619072575	1.83683785184057	4.469957762433	0.384694334092831	0.336914077003947	0.199072464137342	0.243014364993504	0.178886436419835	0.210933804797236
k__Bacteria;p__Cyanobacteria	-3.38781579713373	-4.09888143301076	-2.54243594044423	1.34860010966339	7.97509504673837	0.163338860220628	0.426757818448403	0.518560583615149	0.566275632321019	0.417674902138279	0.455686841340866
k__Bacteria;p__Firmicutes	10.7051006323834	10.0756206222275	11.86197447038	1.75437648495247	1.95042394956655	0.750387808352764	0.183593791941037	0.0275569508569815	0.0546345716694763	0.0010008580411612	0.00287551791600157
k__Bacteria;p__Fusobacteria	6.50606087630133	8.18850769246583	-1.28899230708441	-8.63044860148052	5.19713474434328	-1.52156895564519	0.0614635653797523	1.80075165481795e-06	1.39403885601346e-05	2.64098318566114e-07	2.84221644668913e-06
k__Bacteria;p__Gemmatimonadetes	-4.91937800254693	-5.58153535456712	-3.60513268018996	1.76418697236573	4.62348120042178	0.347693896756726	0.338867201789743	0.178558882578564	0.225848962901313	0.155859277220992	0.186607169927859
k__Bacteria;p__Planctomycetes	-5.01836887632607	-5.61517969246758	-3.72786419086027	1.74291587754123	4.3774188029743	0.358511741318127	0.32324220355373	0.213925719367608	0.256074419697843	0.157378776685517	0.189218222710084
k__Bacteria;p__Proteobacteria	9.99156901914251	9.25029672758871	12.2759528720416	3.13541298210408	2.60801056997161	1.04569856180358	0.125000068119424	0.000404805290221466	0.0016048320753776	1.54885414133022e-05	7.25157912295132e-05
k__Bacteria;p__SR1	-2.934586009991	-2.36340421745114	-3.29523420860153	-1.64932813560999	5.98338799939742	-0.233856004969586	0.396097569588872	0.283487171700854	0.343312512019041	0.3685453265656	0.408511765264861
k__Bacteria;p__Spirochaetes	-1.29478882705003	0.818384418842333	-3.35729439802776	-4.06881703148872	5.02321637174769	-0.724999583099675	0.209960972239844	0.00525190969549316	0.0133713818580788	0.00329208547484393	0.00790799154409322
k__Bacteria;p__Synergistetes	-4.42774597395603	-4.90161905499236	-3.7062628863139	0.908550742265787	4.93161426584174	0.164752711014901	0.431640630536196	0.422296501254425	0.464380105858683	0.428953574578977	0.461559088079629
k__Bacteria;p__TM7	3.63213701076234	5.33946872778686	-2.40006741162341	-7.38960442362247	4.83939178241805	-1.42314611883849	0.0712196407328868	7.01676689849483e-06	3.51116943361197e-05	6.3281590399785e-07	5.09490318821207e-06
k__Bacteria;p__Tenericutes	-1.48669564676858	0.511934853512402	-2.96056900615122	-3.30692115484339	5.16102871552653	-0.529250523161444	0.283902460101901	0.0469198822721069	0.0775570387903981	0.0238858645270669	0.0431077110183955
k__Bacteria;p__[Thermi]	-4.80829962255362	-5.50514090591005	-3.17398556072685	2.44830919724463	4.88719544718686	0.462548071495855	0.297851581704376	0.139503242439977	0.180209737060859	0.0929301514370731	0.12181483005686
