featureid	rab.all	rab.win.3.mild	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	-1.70062092515995	-2.138297891674	-1.21409298040151	1.00961751353628	4.24990833330126	0.197279166355029	0.395507821183539	0.392133235125559	0.598720953259666	0.36627760766846	0.548324739675071
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae	-1.82420143948126	-2.3962553113184	-1.18040676305131	1.08875851970646	4.6138175914542	0.197626463284886	0.397460946006842	0.407167645648878	0.62256283729469	0.369330762479208	0.562091758453907
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__	-1.65787482352484	-2.17974698928121	-1.06706497761521	0.976716520468006	4.68152595916376	0.182334366280318	0.413085944622522	0.46388984886435	0.65932556203276	0.444505996865286	0.625608333000721
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	-1.69601077501766	-2.2393291044682	-1.21200212910106	1.02051339697045	4.37576303451175	0.205744629112965	0.397073179256902	0.410992458328696	0.620943476732114	0.414715760893273	0.602557769943441
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017	-1.67118593822492	-2.16864228934635	-1.24241955299174	0.986397669644641	4.44355092007276	0.196039883701624	0.402926837269515	0.398326614497519	0.610662532028413	0.391035165809934	0.576666443819558
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	6.80573984867434	8.5738861882433	0.185332921147712	-8.24457008091952	4.62335035313365	-1.4855260181126	0.0507814351572542	2.27727126088425e-05	0.000377206858167251	1.52072524774931e-06	8.14132937775594e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	0.884916123211438	2.44384498254934	-0.159135088407725	-2.26747886382147	6.48772585339806	-0.30290728513807	0.362926841024167	0.370967949741586	0.618479736899709	0.223301056910208	0.456359434859094
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	-0.43496552161813	0.675039914819742	-1.05485148436815	-1.73309577452685	5.60855410869216	-0.270792913886515	0.366210948952577	0.302124932500205	0.498695286584155	0.266659901452616	0.455269248594922
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae	-1.51405011791801	-1.88476579215422	-1.14605648300627	0.628494282829415	4.52669044424974	0.112536387191265	0.44140625472145	0.493722069390894	0.687918834963332	0.493804485406478	0.674641839644879
