featureid	rab.all	rab.win.3.mild	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__	-0.698435431967852	-0.979670774956199	-0.432823475427373	0.573705768132056	4.22791364061902	0.108429591231884	0.435121956453624	0.472088190446191	0.723183568178933	0.462157925669685	0.69288206346643
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__	-0.831963643710179	-1.11986595938815	-0.522772063239602	0.572730995807314	4.59050783875769	0.105838939870832	0.44585366288232	0.528870593510113	0.762104173366605	0.507504971485594	0.723765873045517
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__	-0.688900425527345	-0.922479203689166	-0.442651302681035	0.32872560001649	4.37865206516712	0.0669730865359274	0.463867190386652	0.539153564456045	0.776541301721326	0.5490460924713	0.778451678405685
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__	-0.710915581466997	-0.982089780814942	-0.470878628354534	0.375307718703613	4.231167172422	0.0697688803805759	0.458536588677415	0.503634124884748	0.728975264555784	0.489196638385591	0.713149209575975
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__	-0.777811952238183	-1.12182548186823	-0.478991505659881	0.486557863676564	4.34340374311734	0.096253510259039	0.452682930616271	0.474924289220809	0.714847339028502	0.45931475823995	0.689070007681414
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	7.51903418607	9.75141558973398	0.773610946472222	-8.7838101368674	4.83102209783818	-1.55435325685311	0.0537111119547921	3.98937346864605e-05	0.000526489904441959	1.87144788569795e-06	0.000123279551231364
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	-0.748081585303074	-0.942816380503778	-0.511384475841284	0.380941424409826	4.58652595638119	0.0660887471914004	0.462890627965522	0.483752688965285	0.723076160091294	0.486598105922654	0.717413192862746
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum	-0.824154878097165	-1.23595441166163	-0.496125213968984	0.536418406890325	4.25448931176629	0.100099610061147	0.445312504398793	0.425772918794543	0.675677407897687	0.443274675892354	0.663803090172699
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	1.17010829905818	3.39022710961475	0.511423633831626	-2.11251874166108	7.42617061416718	-0.261428409038426	0.389268301918915	0.422497188209159	0.709882253537869	0.340570618079056	0.622766972472191
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum	-0.902099433201474	-1.14039208131047	-0.643194643188588	0.475121184876949	4.56539617371605	0.096581802881664	0.455609759646472	0.471014902368262	0.728993703067144	0.498368789712762	0.72997635339863
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	0.169500311633188	1.30904098489939	-0.383416579943635	-2.1125722865589	5.59315659319271	-0.335890699480395	0.346341476873613	0.208685980357639	0.462088899997472	0.196123329589075	0.442646143718219
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Actinotalea	-0.750498310232608	-0.906016022317917	-0.620090404154546	0.299643690510968	4.2757327508374	0.0595437602022782	0.463867190386652	0.468281439021386	0.722639312480594	0.500680626669171	0.731986163936173
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Demequina	-0.801316191553147	-1.10284734014089	-0.483562533307568	0.293872800935615	4.45009965880666	0.0620107114900039	0.464390246741327	0.511479485296586	0.764756560623099	0.541995368877572	0.764048062461763
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	13.3635202624155	14.5214374186443	10.2363086073235	-3.85060747337765	3.7562689491921	-0.906189124439847	0.146484431177691	0.00154906569871802	0.0160460435297291	0.000542017193823275	0.00693083305521264
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	-0.264915968868008	-0.096487503517193	-0.41758417274024	-0.543593254533004	5.08059124271294	-0.0849415049176391	0.453658540292919	0.509393643404039	0.747640101119929	0.537513527620657	0.754205898109497
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus	-0.708250559850181	-0.875929200510711	-0.458844127978557	0.221970598176829	4.61732465316003	0.0398289335607263	0.475585939444892	0.581984803048794	0.793347545345707	0.581085207046931	0.781978203256784
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae;g__Dietzia	-0.508703342840056	-0.824528241070199	-0.127127553452834	0.715872691908848	4.63605735889847	0.125847929520396	0.430243908081755	0.469186249144674	0.727691611882338	0.502340308787565	0.729225323481654
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__	-0.547793433267875	-0.733438467372981	-0.372206051733441	0.0413570690380567	4.50049813332697	0.00771680823733155	0.494140625465725	0.548101640589832	0.776614346488405	0.580201360706303	0.790180292364583
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Blastococcus	-0.62250177003631	-0.780232755555263	-0.445913188297522	0.121665083376358	4.77898123039827	0.0259107754603399	0.487304688509583	0.569277455570228	0.794217952957745	0.574216667642826	0.787518010547847
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Geodermatophilus	-0.74569807156693	-1.42301400370825	-0.0199692371526297	1.40211245339073	4.37465396719905	0.265762977858733	0.360975621707161	0.304413663585635	0.544634231422409	0.287185497584816	0.504390434817137
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Modestobacter	-0.13376885235345	0.277579446397612	-0.500418219510365	-1.39964711196637	5.29761436662556	-0.242340543294252	0.392578133950244	0.330167562325528	0.577735390823923	0.367454731101983	0.609414871267724
