featureid	rab.all	rab.win.2.asymptomatic	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	-1.73300538474537	-1.82895187870708	-1.62631716383637	0.0940929997057198	4.28771012806353	0.0182888639451382	0.489257813354107	0.474943215861199	0.629307304059516	0.473332056282814	0.639363451271344
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	-0.339846060136909	-0.260060122085172	-0.37434836081345	-1.41888340902633	9.30197927205303	-0.157534957747045	0.432195127430113	0.320328035589994	0.509838554203434	0.533505060849803	0.698293595764167
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	2.4214886861383	6.56226241266504	-0.578739309270945	-6.37721102056688	6.46072216864844	-0.818251236489132	0.19317077074503	0.0051432938565784	0.0285589470008938	0.00301024190721983	0.020105808861709
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	-1.58607497022175	-1.50558889854349	-1.67087635854573	-0.124980131523506	4.62191282371621	-0.0219184541302229	0.491707317731109	0.550058259247498	0.68898591261321	0.584964464980046	0.726599867347758
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	9.86229641787317	10.174507049811	9.37212267876469	0.0946644802924794	8.12403869682065	0.0123260990611458	0.495117187888088	0.471744048916134	0.6715472707579	0.960872167279553	0.979646572862976
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae	-1.75151032296462	-1.83470021441908	-1.66161917279587	0.12606592694571	4.8037182542823	0.0224090260751266	0.488281250931834	0.575877466155658	0.722372307451006	0.561010588967635	0.715720413017311
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae	-1.68646321260607	-2.03487906209869	-1.24215466820461	0.794509941416728	4.33048901356553	0.149836776874693	0.414062507037594	0.439645622084544	0.572298695216137	0.40775495007816	0.554294383652509
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae	-1.7528272562642	-2.06399057210341	-1.42098855849731	0.70085117723199	4.4112319365198	0.151964893298251	0.420487811348411	0.482646315212874	0.623354600611515	0.453963926627029	0.603661869992288
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae	-1.77175305003837	-1.81724876327179	-1.6978234246983	0.0423980124248109	4.54957097918789	0.0126488787519002	0.497070312732839	0.569741893566212	0.710220742380284	0.580164015143202	0.725371651572501
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	-1.46135099163439	-1.58603960252813	-1.30199175509733	0.240653065493553	4.69883837457659	0.0472180896053879	0.479024391910576	0.52691789020922	0.675392631457083	0.560597214245892	0.711598705784789
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae	-1.6354004942126	-1.95967478019259	-1.16771576638627	0.899319864490105	4.34841180635001	0.179525313283152	0.415609762987485	0.399417561921873	0.550671347851365	0.39747446228785	0.552118122533817
