featureid	rab.all	rab.win.1.negative	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria	-5.00246591248764	-5.66361513569258	-3.73923656421875	1.81522387808918	4.62700457739553	0.343939484361427	0.325853674256435	0.215778079206698	0.257238108945201	0.171361601909471	0.201139348716648
k__Bacteria;p__Actinobacteria	7.51947524755456	7.10757447263194	8.7818692616011	1.31475178045908	3.87645483118521	0.287252306673776	0.364878060342459	0.455286646407061	0.51262241817523	0.158723228820781	0.215418958125497
k__Bacteria;p__Bacteroidetes	9.94651232245347	9.73064990923326	10.3579376870855	0.55467705125302	2.6262586848772	0.15881256330427	0.40234375806882	0.332095173812987	0.410590851820518	0.318875300480146	0.365533865777034
k__Bacteria;p__Chlorobi	-4.05964234360579	-5.55463441346835	2.3525308596014	7.19965590765091	5.47428706097217	1.14976499129936	0.128780553413837	0.00028069241895359	0.00099711574402033	7.67051799340501e-05	0.000273398813823342
k__Bacteria;p__Chloroflexi	-4.91056992045931	-5.54371644207127	-3.77559813621099	1.65168302097	4.55435224717688	0.315750799905592	0.333984389828494	0.232681912845364	0.280645616015184	0.183954782868164	0.219074184961498
k__Bacteria;p__Cyanobacteria	-3.44015482118124	-4.0939901908459	-2.62658546119437	1.209421716979	8.01414326674616	0.139322859320353	0.430243908081755	0.552180928884482	0.596584713613995	0.451367193015371	0.486559019959634
k__Bacteria;p__Firmicutes	10.6945036613321	10.0870361189845	11.8792826302114	1.74950665764831	2.03667221434459	0.694257936460311	0.185546916342288	0.0291177180280533	0.0570124614272334	0.00135814576956003	0.00357197523097493
k__Bacteria;p__Fusobacteria	6.49850506634836	8.23000974366479	-1.15367262761591	-8.6124146514054	5.33841720314117	-1.46444985385862	0.0644532685093798	2.37983082177617e-06	1.74934465555523e-05	2.68198867431555e-07	2.71808216248456e-06
k__Bacteria;p__Gemmatimonadetes	-4.95158501350171	-5.54557278511188	-3.7797477256167	1.85931357186057	4.48701442228027	0.356795050230687	0.327804893544827	0.193951592555206	0.24028655684984	0.165952681323968	0.20046573224857
k__Bacteria;p__Planctomycetes	-4.97595409695843	-5.70131166389078	-3.70413487409696	1.92464166521027	4.41278440772647	0.358918410989998	0.32226564116801	0.177318542670106	0.22142738772119	0.142027777683674	0.173657866323171
k__Bacteria;p__Proteobacteria	10.0000393030101	9.25472523236971	12.2908932671326	3.01265281502991	2.59557167683361	1.03825291430293	0.119024462289454	0.00045549594861633	0.00171781609384628	1.9345113626905e-05	9.15750890042813e-05
k__Bacteria;p__SR1	-2.95155311879014	-2.50873777992672	-3.32716836655104	-1.70795662059515	5.82238573739307	-0.27027942542352	0.396484383595081	0.272486135047742	0.333612627836166	0.358722986552212	0.396194101227911
k__Bacteria;p__Spirochaetes	-1.33541854560154	0.88919987649537	-3.44087012479516	-4.13158733582371	5.04143461358176	-0.731687279616794	0.217561008510358	0.00992496415821002	0.0218133521566799	0.00419299699385609	0.00973506077222533
k__Bacteria;p__Synergistetes	-4.4951782870001	-4.97551571022343	-3.79851188642034	0.880368984330703	4.67900201177939	0.157770562302167	0.420898443947802	0.410938069329942	0.459653107700537	0.416514229206449	0.452399511597776
k__Bacteria;p__TM7	3.6513593551007	5.32895890373017	-2.21734307111831	-7.50161886672078	4.85065572652813	-1.4106176353378	0.0721952485965316	2.9766619531309e-06	2.26172179258242e-05	7.3778556331767e-07	5.84069303111029e-06
k__Bacteria;p__Tenericutes	-1.53548593860932	0.51739506106062	-2.97951867247125	-3.29763398655592	5.29594221938832	-0.547109677422654	0.281951240869012	0.0462691039489955	0.0772688560502936	0.0224825318285953	0.0409312633009657
k__Bacteria;p__[Thermi]	-4.77701004133322	-5.53910120524188	-3.06463231081788	2.44742594119576	4.79720481506271	0.455398157025945	0.282226583858868	0.12216763211615	0.166749397077663	0.0687739085114247	0.0952838821572311
