featureid	rab.all	rab.win.3.mild	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__	-0.678917767960574	-0.941367646364133	-0.42466299617293	0.512304965617534	4.22106181182266	0.0982490114694986	0.446829272558308	0.488610144685348	0.722376654114603	0.50474088041701	0.711850527414124
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__	-0.810271033305545	-1.17167091973952	-0.35381326575747	0.859882749054427	4.50543976660939	0.15613991529072	0.420898443947802	0.484054416040838	0.734762068195751	0.416640193164304	0.669915983904607
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__	-0.80099090573429	-1.11177075335419	-0.508468136376743	0.477353408378271	4.55159753074922	0.0860330480201411	0.458007815860944	0.474111706497495	0.727124876445716	0.493485765117458	0.726672810885964
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__	-0.719620470399278	-1.00361630360555	-0.481610768227061	0.509409866815339	4.36290570839788	0.0991459028916496	0.454101566178678	0.487117602788557	0.731106833323808	0.507550012283923	0.729529184858817
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__	-0.778442787157299	-1.0493325046013	-0.509395534227245	0.575542515445322	4.33971311420518	0.102750401277869	0.436097566128379	0.478725232748655	0.719434586649712	0.48435077364922	0.698578807700378
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	7.48740733221668	9.76887570813991	0.770590249624575	-8.79092157713483	4.77876586140367	-1.57263992713022	0.0458986435210727	2.61967841472449e-05	0.000377229219638619	1.61919377373133e-06	0.000106531029659966
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	-0.806267567345447	-1.18683275814471	-0.465214056144625	0.516959725975005	4.51683189008522	0.101421447543188	0.450195316497786	0.501294412201806	0.744522371821053	0.490297881317922	0.717837070500782
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum	-0.763034988443421	-1.06546672505866	-0.382377864199592	0.642976090727883	4.34654024604696	0.130926345352123	0.441951224179407	0.454552515713128	0.695622894281257	0.461637000626489	0.68103889756742
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	1.05038913449214	3.32355267371175	0.428737898701609	-2.22149384718449	7.38747636296512	-0.278129527219758	0.377560985940862	0.430191498974025	0.712976456818942	0.35026057410453	0.628512363977525
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum	-0.779772307568368	-1.09280332623882	-0.455835428176574	0.666060793812161	4.38081293389888	0.117195522966782	0.431219517755868	0.435736741804687	0.678819221743913	0.463639710878565	0.693358289024114
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	0.362760154985628	1.56993106222703	-0.26941817194121	-2.26768860451728	5.42084641222356	-0.385374711357827	0.325195328326663	0.170559768647322	0.401396058996141	0.161583062307814	0.373797363415352
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Actinotalea	-0.727397314427408	-0.950761885349523	-0.461129159906594	0.526698198018133	4.03745640241277	0.105674131868985	0.440000004828602	0.459114629218463	0.712832097664215	0.462011670976323	0.685266944449885
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Demequina	-0.755700466371838	-1.1061311468366	-0.425207681297728	0.516309380495634	4.40415391968656	0.101962219975421	0.459960940702554	0.491268777818403	0.735515992642849	0.500396184085085	0.719692087320821
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	13.3715373240331	14.5414728878522	10.2052312285468	-4.00511949355376	3.75243914565719	-0.875985266292001	0.15414639406202	0.00141392900407984	0.0149365382943412	0.000506564859194625	0.00661317168973833
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	-0.200476556073484	-0.0629141576015115	-0.319612491307964	-0.778994632197822	4.83746572423347	-0.137668910122577	0.438476567464609	0.498634361223603	0.724798377922676	0.529966747069597	0.7454822607673
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus	-0.560360177253246	-0.883818287312447	-0.335064065628361	0.212130233793193	4.69627337549118	0.0408930074297541	0.480468751554576	0.565676736971329	0.786343170747757	0.599822852340308	0.802120250042945
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae;g__Dietzia	-0.401417037910889	-0.652954155668473	-0.135165366205429	0.394157901511726	4.46714181262814	0.0807675152230685	0.458007815860944	0.491378375657044	0.745806392028306	0.530860608111629	0.766450104867581
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__	-0.49097560441016	-0.497830122902826	-0.484441139341511	-0.221862405015388	4.79665727297357	-0.0410232478906124	0.480468751554576	0.530203944471659	0.778705088719334	0.554079127601177	0.781273811469305
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Blastococcus	-0.563153980786444	-0.74643751097728	-0.372996346749581	0.182156483505898	4.92063150412492	0.0318190242470035	0.487804879016647	0.559643292706428	0.791867542305826	0.588459863210851	0.796208960574009
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Geodermatophilus	-0.807628382659482	-1.31813259215867	-0.24346827315526	1.16078089715161	4.39003939171037	0.223024623751168	0.391219521252044	0.346444107041592	0.598473835692164	0.330055865322773	0.559651723833953
