featureid	rab.all	rab.win.3.mild	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	-1.67524780702792	-2.14392754428602	-1.17965720896654	0.910793058761432	4.39113622047183	0.181880249888693	0.406250007722057	0.395619136369231	0.595823472499734	0.390939284630256	0.571553706469126
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae	-1.82648884836157	-2.41646555078046	-1.18464572609935	1.05591061549194	4.78313016610715	0.191196183902685	0.392578133950244	0.417813445109766	0.621848684013661	0.410492226287319	0.584641674521721
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__	-1.76307127557333	-2.2858076021069	-1.25017249765015	0.94511642044514	4.69956910565658	0.180111091973431	0.407226570135852	0.433189789367146	0.631940867553904	0.420184736801595	0.60275778528862
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	-1.68131485749239	-2.22129825841324	-1.14537622967921	0.923425961996753	4.61316361141508	0.172114949078072	0.416015631868254	0.436294995917881	0.638906138369722	0.411547297385005	0.600285480768325
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017	-1.59065201517021	-2.08146812545268	-1.15780977822411	0.836863533830768	4.56263997037888	0.173247545269265	0.408203132549838	0.402357805416076	0.609830594473417	0.424660648345224	0.606493127489259
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	6.85239109095993	8.56849437191246	0.162847734424282	-8.39331546688749	4.89312615314346	-1.48249457391578	0.0507814351572542	1.64093137430546e-05	0.000292473301232942	1.58053941836299e-06	8.84400356061358e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	0.956084757326395	2.5095723596836	-0.0792129525730472	-2.23014995918783	6.42036448205387	-0.328793595117036	0.343750013761528	0.323108773072948	0.575968127749214	0.209820254346511	0.429705180855783
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	-0.652320998472646	0.571594597831641	-1.26601672611991	-2.02971153265043	5.45123081509226	-0.297757586969817	0.353170744452589	0.249891917688445	0.459770145408916	0.229702249976912	0.423556616390172
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae	-1.38239401866739	-1.74179469086381	-1.07419250207173	0.587267059096617	4.58433325011422	0.112143003371831	0.440975614503948	0.459202032259034	0.670686495975538	0.483805009764376	0.660519253995224
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	12.0930719539782	13.5315552556273	9.75414799932291	-3.37668068894817	3.94854026437474	-0.792498291542405	0.172851607961771	0.00250124461027303	0.0227924677946538	0.00127447971747173	0.0123629927924861
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae	-1.17625994876088	-1.18772408695359	-1.16761397202983	-0.310996911989639	5.10385389889816	-0.05429649024029	0.471219514485517	0.555593958177934	0.730947811257083	0.565395259723496	0.725341730848923
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae	-1.51128349879936	-1.99272731931477	-1.11506360698599	0.731010585462164	4.94578812300793	0.123395760553214	0.439453129883441	0.459601499540668	0.670844716459823	0.460293510953044	0.647815280982537
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae	-1.34896647683033	-1.86131435900987	-0.832906191577825	0.837925061871407	4.58263442759942	0.14661144803639	0.416015631868254	0.455976157754336	0.651751183871053	0.443841036309844	0.623293952362234
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae	-0.515084470904445	-0.014714528453303	-0.799965617434427	-1.60831032894216	5.41511196778897	-0.24577843685034	0.389268301918915	0.383552153005414	0.59929686603249	0.378810668710012	0.5722729418634
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	-1.16103646810572	-1.46443419351065	-0.899677054844964	0.528876298541333	5.69262686245752	0.0815269111005281	0.463867190386652	0.573904783905551	0.768128007375655	0.531064206034279	0.713540330992058
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae	-1.51923557422927	-2.05120474242847	-0.904061637054696	1.22669050098682	4.64545147891523	0.226669114911641	0.389268301918915	0.386788294699114	0.587469481920182	0.342440744438111	0.532354640860699
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	3.14790337454416	4.80562748351777	0.953846887773825	-2.41560161910585	5.65531605593155	-0.436995094075621	0.281250021499892	0.117443620044215	0.308877860560179	0.0382864877171421	0.15670641368308
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	6.05508190748671	7.55189652709931	0.0446760263306647	-7.24104751386483	4.76705493355955	-1.28926206621409	0.113170808135742	9.07092684726365e-05	0.0013124173065885	8.9480959443711e-05	0.00137223365821095
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae	-1.68751197088701	-2.15386960914525	-1.20773093148811	0.778891996470806	4.49931196760916	0.169588669817497	0.423828131197428	0.437352053835836	0.634445539881756	0.423516563363721	0.604441170815151
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	-1.64941101338059	-2.16517589262037	-1.23100290805567	0.862701836481245	4.67949726166902	0.154912933545076	0.419512201675904	0.455551472259431	0.669795576715199	0.462329198101314	0.641898949818063
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	-1.60990572480085	-2.37997938949131	-0.805359678557369	1.23674052349085	4.71594130388777	0.229665461287849	0.384765634671724	0.384650454807674	0.591398504600063	0.320177017134305	0.5046900809371
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	-0.162331797059663	0.417949625924575	-0.516891664632817	-1.18342274216616	5.19547905946038	-0.203483367597887	0.406250007722057	0.469411483528686	0.663627459271099	0.425006668227232	0.618949704870334
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae	-1.59654714281544	-2.23980256196131	-1.00475423159812	1.02267812693704	4.40061169375373	0.212726585104264	0.394146350253468	0.358430636636636	0.573061640224164	0.360245895467909	0.554404226266878
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae	-1.6909699932446	-2.22110100479834	-1.13581635248754	1.07051732793912	4.43622552575786	0.1907688816759	0.400975617931151	0.402755617993632	0.610754924111413	0.409595532611495	0.593853006520747
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	7.91795687217867	9.21671416173052	3.1701443149086	-5.87508687870782	4.95903084338846	-1.00223005022223	0.119140697103419	0.000306408512969586	0.00385070805123886	9.14857089664828e-05	0.00143687615554707
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	-1.50861603414645	-2.27214217682003	-0.730246681989492	1.51541447759063	4.63144351940736	0.290552329019418	0.355468762533576	0.281912569608696	0.480591266726379	0.314738395890773	0.486308609815643
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae	-1.02109735102267	-1.28037145778424	-0.749178692429267	0.435946795793505	5.17541489039102	0.0665786761361903	0.46829268545194	0.578196323966784	0.768930491321196	0.597690592523115	0.75651853026457
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae	-1.46910042684711	-1.89127457453028	-1.13415820076489	0.770691758030988	4.48969713512175	0.148078438659066	0.43261719295416	0.496947191710804	0.693162687411368	0.488539799715892	0.66114459035081
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.121810342476809	0.466677445639361	-0.185801929013479	-0.505779596118415	6.98406857976877	-0.0744946446458664	0.46829268545194	0.704452265443545	0.85976400105324	0.679265946024291	0.823380685893318
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.1225915509266	0.610687281558379	-0.23927254234288	-0.801021254496085	6.16825498980561	-0.116353978520514	0.450731711263243	0.62917769605193	0.814634747305867	0.551395131866222	0.73611267456828
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	-1.15721940284065	-1.13702945627667	-1.16796836976186	-0.290370629916899	4.80657572961927	-0.051086416715785	0.473632814601319	0.56257346405558	0.744654323671785	0.578457940932618	0.737492423607756
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	-1.68092787732107	-2.11769222778293	-1.16603361731058	0.931907965343918	4.24946767659925	0.191394576666548	0.409756104959955	0.42581572650481	0.611550494598636	0.415167820147984	0.580931556325341
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	-1.52231916946533	-1.92885764543375	-1.17008446319039	0.837089247878203	4.47729520976178	0.16917199724854	0.422851568780734	0.464374487882397	0.654028950139114	0.463325806527102	0.638660936504581
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae	-1.65804666757199	-2.39669769320414	-0.812765040440963	1.637511493612	4.442745381132	0.323789963644555	0.340487818963811	0.254422167394183	0.44186623973594	0.237247251179871	0.397941329558973
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae	-1.78386465527207	-2.2522533535218	-1.28901799205563	1.04374255532406	4.47705603682182	0.199764835405156	0.402926837269515	0.374857841951174	0.591301387503332	0.358818795747936	0.559187476746352
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	-1.53411250154004	-2.4515238263396	-0.4207841767531	2.00706592968514	4.35732581101812	0.383900586243598	0.317382829247102	0.194841295543887	0.386986292892812	0.148619835271743	0.318697729210891
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	-0.435552582372393	0.272142540871497	-0.84639913279987	-1.06831029841851	5.5348655327701	-0.17026800510962	0.416015631868254	0.501082351484317	0.708603364496016	0.439516332961927	0.633256057886062
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	1.35565934016028	2.89067498094122	-0.100698207027598	-2.94761680239704	5.73822447896441	-0.4700681766911	0.265365877524876	0.0651357190320518	0.212535091144351	0.0403568247127477	0.155888757756106
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	4.48628421204953	6.77260149556458	1.72424093249744	-3.94150682885169	7.20284269439897	-0.513673530906318	0.276367209717203	0.0787687906765231	0.270999995013174	0.0351795879634752	0.157613247976601
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	-1.65298257103578	-2.20583833270627	-1.12009990025285	1.03850214361498	4.48583452848087	0.18722314499908	0.41170732430176	0.420075658829256	0.622730097243248	0.400134147509786	0.598798911095617
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	-1.78651771715594	-2.25736782275883	-1.26712307782187	0.894584407642835	4.37504001402671	0.164758972792268	0.417968756699585	0.417710778433619	0.613543039584688	0.397387092561987	0.575073606216705
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	-1.56694362695857	-1.98137032508633	-1.0952546607735	0.827980674145177	4.55967671191005	0.175584277380005	0.405273445308453	0.408240630354804	0.630173535783422	0.430127682385587	0.622720374913819
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	0.376412557876847	1.2392161779966	-0.205470769038849	-1.6232711005676	6.13909410164113	-0.241715627126385	0.397073179256902	0.341573887848454	0.576408178608763	0.357373804026446	0.569687933976557
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	-1.27241941713235	-1.74922023943909	-0.755218995266919	0.982664693378741	4.52040204863969	0.196683440545461	0.394531258772216	0.389104594097602	0.595583295797947	0.38568431901534	0.572354300505294
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.195524472886877	1.03479046285413	-0.572321143502984	-1.61124137770181	4.951033436547	-0.277477577098353	0.377560985940862	0.305666375605947	0.5333430103195	0.288095104544793	0.502524227839052
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	6.79678127080575	3.86582090714001	12.8640969010664	7.81367024276162	4.5254807686945	1.60960213528258	0.0595123511782095	2.55790320895843e-06	6.82165773736646e-05	4.65185800687991e-06	0.000183308024619754
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	0.201400999034352	-0.0585327226670689	0.447592751725771	0.647216234657113	5.54755397083496	0.101958680120412	0.438048785478254	0.571694651469423	0.766929893284418	0.581481377796654	0.757305610981035
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	-1.21289772686527	-1.56413248833598	-0.916176169835563	0.511200829046502	4.35871461189528	0.0915604085514559	0.449218754077792	0.490436135112946	0.699547931824641	0.532770697355266	0.709509513995337
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__	-0.354189841547382	-2.39444474285422	4.89152653391031	6.7938306830592	5.13043645873611	1.20627309363729	0.117187573518049	0.00115360912792008	0.00860833711202811	0.000530922250058765	0.00509231599151647
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__	-1.61689949460449	-2.1008987043944	-1.18470312318691	0.684243956218063	4.6450117392341	0.117907896300743	0.435546880208826	0.433813089031856	0.651699968768859	0.435404234209421	0.624887753401649
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__	-1.73212601235806	-2.4391565672371	-0.848852996490809	1.59789923624787	4.56307985413812	0.320677873061191	0.355121963764156	0.280702922858803	0.478111051291214	0.247492263576424	0.422595346022981
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__	-1.48528618751141	-1.82279514899991	-1.20095372927763	0.49035533160752	4.38860513581266	0.0956825390988772	0.452148441338052	0.504978523758397	0.706906381660876	0.502562308470919	0.680857449412218
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__	-1.77459117539992	-2.55875633494876	-0.867124238987282	1.67287416835842	4.52995203455499	0.331155304383484	0.344390257568754	0.263663617441073	0.450318833168581	0.236861376057993	0.404069127436665
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	2.47359727823355	4.96825943935969	-0.0851913824867632	-4.62013788657879	6.81148748709415	-0.594961348515445	0.275121973579298	0.0554795757485554	0.206616500942059	0.0377229975480068	0.163674562073911
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae	-1.64117024961658	-2.17026182109881	-1.08326324457044	1.00231739996416	4.53114083582452	0.195550877849107	0.40780488561888	0.446811392059559	0.645747559938927	0.395036413463347	0.581782990799158
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae	-1.71052316305383	-2.55876998617572	-0.852516516163685	1.73884338773227	4.90048109388695	0.3199609299231	0.335609770716944	0.21894184819141	0.406043987190584	0.217449479100666	0.38795543634953
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	-1.33975051285396	-1.58258540417681	-1.13417245944329	0.116499035807433	5.30852686287024	0.0189559854568424	0.489756098373841	0.581109799380626	0.770345750134702	0.577006922718981	0.746439230040708
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	-1.63238369483768	-2.12156288646509	-1.19506553607161	0.93802411127598	4.51532445586036	0.186002842216127	0.406829275948622	0.429081349119276	0.622284551722711	0.400763834497246	0.586499376747206
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	6.39776103160461	4.08981055517903	11.6189860970702	6.90052083874131	5.34816227742519	1.16309270484974	0.13574224918913	0.000797910243525419	0.00808946578793053	0.000257899337516235	0.00317533703232571
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	-0.304993113713902	0.492325809311548	-0.947692017616233	-1.88494240328935	6.69957719025109	-0.254469774129729	0.375609766614859	0.330557088569698	0.56263300264716	0.312388196579246	0.519033562698248
