featureid	rab.all	rab.win.1.negative	rab.win.3.mild	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__	-0.563877893706218	-0.440840670079577	-0.764010472037963	-0.415034144485857	4.33068639221691	-0.0860630369421575	0.45507812859912	0.441373441586952	0.651163054705225	0.472387186920969	0.675236973563662
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__	-0.888460384050717	-0.747815946425954	-1.04722890002681	-0.202521102063943	4.54749421981576	-0.0455854023351104	0.481951220945653	0.524347273849044	0.730777112603069	0.512483852705139	0.72623909880196
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__	-0.754057181811477	-0.664754346429344	-0.849192553695877	-0.0838646805617351	4.4736167618715	-0.0169055636796795	0.494140625465725	0.543274861419208	0.739493686053152	0.530185311503714	0.735621194571429
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__	-0.661353821695382	-0.558020664342543	-0.807565939085539	-0.241588896259434	4.53639197332922	-0.0465567757140843	0.478048782232291	0.551209717779437	0.741381905921926	0.530781417463951	0.729121435041749
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__	-0.83353330689526	-0.725636957033156	-1.02264051383757	-0.087304890315294	4.38985098646044	-0.0171243168034684	0.489756098373841	0.522223274962859	0.717215253834196	0.550134698569492	0.737975030997037
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__	-0.845856858512086	-0.489413931593786	-1.38161792332531	-0.772743020851214	4.4051093232052	-0.165434821708062	0.415609762987485	0.415499389290892	0.617202907381269	0.375170589689102	0.581327301570721
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	3.57684140786261	0.417341041766939	9.87407103827921	9.29381403701862	4.92929868846563	1.59061372223437	0.0898438496557374	1.10109844562292e-06	1.20130823544347e-05	1.45810883916632e-06	2.17474266052274e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	-0.583748688666047	-0.341415959611757	-1.00766400914796	-0.788251411599882	5.02737611298901	-0.138890337684025	0.421875006364191	0.442749332652363	0.647530297736404	0.452923277969963	0.654910443008464
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum	-0.8328507373111	-0.709278146936085	-0.963608623398654	-0.128510695089269	4.60228797342548	-0.0254965068175826	0.485351563665153	0.528527392719319	0.733245500298557	0.553969945029107	0.748384508868934
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	8.93112935722379	10.0748462890675	3.40714587269193	-6.03049746384801	5.76084370258675	-0.986982502909842	0.102539148311762	0.000256478185775534	0.00190274031680676	5.44632454880104e-06	6.21403335574463e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum	-0.738545086472762	-0.508779543971361	-1.06154050065049	-0.550891414066093	4.59795296779653	-0.10479432945678	0.451171878917873	0.482916606193024	0.676293704149103	0.478526709514655	0.665234544848861
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	0.210202886806321	-0.328486770172871	1.5646857456851	2.20759233472596	5.51752894485698	0.360297698300384	0.331707332127254	0.165280710350817	0.335867938343647	0.160407423674233	0.333687733092005
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Actinotalea	-0.791571498977012	-0.761390192987658	-0.858674384666118	-0.0706671263852607	4.31340048123697	-0.011404813717369	0.492187500621033	0.530918577253726	0.711619379884513	0.538243590553411	0.723436986094514
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Demequina	-0.785015499726622	-0.747614943733023	-0.83581066885246	-0.0302473371581815	4.55968560195457	-0.007633406145996	0.497070312732839	0.524335174981903	0.722165489032332	0.541336339885938	0.731401263576076
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	11.1154561147209	4.94906712354178	14.6585625946306	9.63444305982851	6.17559650935549	1.40824366443102	0.0537111119547921	2.80310321711782e-08	8.26246915063589e-07	5.72364291003987e-08	3.01303693097737e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	-0.486482397561392	-0.729277792515848	0.0569517515901641	0.971952165884944	5.11050413887833	0.187080928249309	0.406829275948622	0.385116347232169	0.583779292624927	0.375563078166442	0.575600917292859
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus	-0.563197554462716	-0.508387785313611	-0.691069059196842	-0.0674298324407143	4.57606231343225	-0.0110894528124464	0.495117187888088	0.57166892386912	0.755582017870111	0.578246854171496	0.762554293855691
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae;g__Dietzia	-0.636412129036254	-0.648068557453973	-0.620852516161023	0.170755469520123	4.27289155545616	0.0389911948975556	0.480000001588899	0.481005861015209	0.690230006030483	0.505022698039324	0.705213446426961
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__	-0.546498560948734	-0.545422659073353	-0.552864530818432	0.114894447930702	4.7056720626112	0.0209645463296294	0.489756098373841	0.535212016088986	0.729230690877723	0.533227927826845	0.731207834068967
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Blastococcus	-0.685814743576953	-0.750060286737096	-0.590549178122902	0.371476441628579	4.69520495677066	0.0660825462136087	0.46582031522911	0.491473567406891	0.688765231264165	0.510330637930797	0.70684680170046
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Modestobacter	-0.280974230924265	-0.690590840696998	0.535740243248451	2.08925335852566	5.25110667081808	0.351147262374143	0.357421887334016	0.213745253136376	0.394454206278414	0.225223139818553	0.412336294082468
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae;g__Gordonia	-0.714143439238509	-0.455171817597781	-1.21469926098968	-0.774019522645121	4.44328177956989	-0.146560922148596	0.425781256031265	0.432898817074659	0.636660195147512	0.427748175048058	0.621392027264667
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__	-0.58220942062303	-0.327734560828858	-0.960017796973359	-0.715409742857062	4.98355881149217	-0.137175945924274	0.432195127430113	0.498751032152676	0.70763450762714	0.489546013729787	0.676044129388914
