featureid	rab.all	rab.win.1.negative	rab.win.2.asymptomatic	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria	-5.145646204879	-5.60692220129189	-3.98918088291056	1.50866709024756	4.45108831009882	0.287814688306441	0.355468772281907	0.299052599927168	0.345948150236611	0.237281916288849	0.281578141513601
k__Bacteria;p__Actinobacteria	7.87329441832001	7.0684943531478	11.4529012083571	3.81227296599588	3.71889763864591	0.900113014760821	0.193758196501087	0.00290449213370591	0.0151810095605678	0.00218931063688752	0.00929932375267417
k__Bacteria;p__Bacteroidetes	9.11157856816891	9.706525084154	6.2380271012929	-3.10916911165428	4.27131059935609	-0.639222359603258	0.212239644125289	0.0270294303855264	0.0584632137435527	0.00415810588979596	0.0135238191691397
k__Bacteria;p__Chlorobi	-5.05257653999405	-5.6151529508846	-3.66259872501587	1.94293581795011	5.15764918070309	0.350863526427186	0.346354190638092	0.239237357224849	0.280017619908309	0.206543188421771	0.242803285994951
k__Bacteria;p__Chloroflexi	-5.19662975063134	-5.65475331699944	-3.9774863909198	1.74251753372108	4.63216882210583	0.339627734145466	0.33940184578067	0.272791038776278	0.315966072852644	0.226964177792473	0.266982407148948
k__Bacteria;p__Cyanobacteria	-2.33199181582031	-4.03524706223901	3.92612790626754	6.59646790159876	8.13902446151497	0.707328321369288	0.253906295884878	0.0199526765206439	0.0412083342691905	0.0190455333936642	0.0387227313358617
k__Bacteria;p__Firmicutes	10.4509574089599	10.0532018032693	12.0965393643275	1.8173050810299	2.36840783547481	0.680443678223648	0.218465597752502	0.0163234077766929	0.0385593721021225	0.00964589556248256	0.0226187063415525
k__Bacteria;p__Fusobacteria	7.53765921847826	8.21492794224298	1.94661983805652	-4.9344970481024	6.78947404172543	-0.785679357180842	0.16015633924256	0.00537883247155565	0.0212617822308618	0.000847161013580982	0.00486772850785908
k__Bacteria;p__Gemmatimonadetes	-5.16065019796611	-5.65502953550339	-3.88330118271371	1.59960511379067	4.62145109124676	0.297275531183191	0.351562522999	0.269355636302342	0.311894043041341	0.249053003645982	0.287307976888603
k__Bacteria;p__Planctomycetes	-5.16866500003691	-5.59260890340698	-4.01801741230804	1.6469736650558	4.49799177201199	0.346000012045626	0.33550067618959	0.281916044861834	0.327692958442713	0.259244215219201	0.299401203264204
k__Bacteria;p__Proteobacteria	9.42026078493074	9.25356083315139	10.0605406698695	0.978524245023721	2.44262072300845	0.342833401530721	0.335937525976334	0.178245544486876	0.238909350705755	0.183670142437121	0.238484391042841
k__Bacteria;p__SR1	-2.74960468894417	-2.46808426048612	-3.06170948097841	-1.00829873602461	5.98971658607105	-0.163798960280786	0.42912874881337	0.467800061830068	0.516810199745919	0.538159092065469	0.57522603067735
k__Bacteria;p__Spirochaetes	-0.846612396300817	0.880458897402256	-2.92044369559161	-3.3597363192796	5.17829317863185	-0.594411726083787	0.260416710604286	0.0333484347089748	0.0643839919250666	0.0229841744631408	0.0454598713154817
k__Bacteria;p__Synergistetes	-4.56070018412995	-4.9157529626635	-3.75640185378216	1.04530695595719	4.78427328370947	0.189974326051054	0.42392718912749	0.465230245349494	0.506250594441366	0.474960597980898	0.5115362567771
k__Bacteria;p__TM7	4.47811352351046	5.32566145009368	-1.75093530600463	-6.38090823642247	5.44686037364772	-1.02726081631929	0.136541070895041	0.00105019030166294	0.00963167004299184	0.000236608675742866	0.00280802706580298
k__Bacteria;p__Tenericutes	-0.66513494964629	0.487177903776751	-2.56293427543448	-2.51273987311537	5.35191877917309	-0.416235755202975	0.295572951346233	0.121130508723524	0.17547934568973	0.0720460445709325	0.113155751350623
k__Bacteria;p__[Thermi]	-5.05516639702098	-5.5454922514315	-3.63318422654623	1.82604283795849	4.59537305969871	0.341999024829389	0.326397947192784	0.268650092289106	0.311549964553739	0.210018024945459	0.251288124975022
