featureid	rab.all	rab.win.2.asymptomatic	rab.win.3.mild	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__	-0.887050544020806	-0.467024626731334	-1.18682232513673	-0.449611997247818	4.26660484814317	-0.0975161928168617	0.451822923537152	0.480892622285647	0.775185574687086	0.475381627339958	0.777530497928806
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__	-0.907727322530814	-0.558618477309077	-1.18926049764793	-0.596165349885194	4.57306193020259	-0.124610921972015	0.44473342791038	0.487400292303523	0.785838169435113	0.506136680343968	0.808289632089065
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__	-0.821407646216661	-0.425676483703446	-1.06530190869687	-0.757250600282568	4.66819012098591	-0.145195440896767	0.434895842690214	0.458912731215069	0.770919564254733	0.475439704353842	0.791238991367358
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__	-0.681346575933771	-0.125708526388346	-1.11558075081066	-0.876533041949342	4.62335929782451	-0.159036998239447	0.421326409287335	0.439151587599211	0.737952148371545	0.433973940123195	0.746665215809049
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__	-0.831827687923265	-0.362001047266968	-1.18929049005123	-0.53973014047472	4.2209772685128	-0.115969819976114	0.43433030850619	0.487360916422173	0.785483745446791	0.511930372945693	0.804502094913498
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	9.66187104214213	9.7676061502259	9.66102060689941	0.432318403618457	8.15036483040367	0.0480743594232377	0.470052087579759	0.149969299553925	0.61067399574498	0.799060317813683	0.95168019238866
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	-0.829615547677383	-0.317950415916691	-1.10003622361183	-0.659467920858805	4.45539223872917	-0.104712326391638	0.446033817837474	0.474718221948614	0.772390051546281	0.45103207880142	0.771180849186531
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum	-0.937410861957321	-0.573616431823647	-1.28271125237956	-0.662364265599069	4.2409270141285	-0.121419129128241	0.427083343859222	0.474739052017066	0.77426427340347	0.485242133620743	0.791749675697394
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	4.16882906403015	6.48706506289619	3.42900859673883	-2.1987271625414	7.4539158775629	-0.284848540157074	0.372395852617916	0.316520583242252	0.718926731411807	0.296550638679458	0.730543048073691
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum	-0.717838379326746	-0.0667466379751058	-1.11741222913117	-0.874901816975568	4.43247406338642	-0.168682112637189	0.402343764344564	0.420959760971119	0.725755481050161	0.410618488726242	0.717267357567955
