featureid	rab.all	rab.win.2.asymptomatic	rab.win.3.mild	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria	-3.87090257667959	-3.8595053007179	-3.89084462711022	0.256790364752364	4.50834937584027	0.0444320894701896	0.479166669615223	0.571650141035868	0.825203740620113	0.598104906751764	0.851273096129793
k__Bacteria;p__Actinobacteria	11.4930021536455	11.4237941229682	11.5120745004828	0.495109034179328	2.64465233269464	0.133665822681385	0.432291676411536	0.213411790066938	0.625469059080281	0.563788972470112	0.844923747251267
k__Bacteria;p__Armatimonadetes	-4.36400976028448	-3.96777402909556	-4.65831943501974	-0.48584642090165	4.23445130601067	-0.110705084418997	0.446033817837474	0.493119770740301	0.74755443076719	0.496496699586365	0.782608380794772
k__Bacteria;p__Bacteroidetes	6.14034877524789	6.1959711815935	6.09674711844755	-0.116995723584912	5.01384603909246	-0.026521654535689	0.490885417954849	0.859030376097701	0.936472662019247	0.823214042261862	0.926295741635937
k__Bacteria;p__Chlorobi	-4.27902575782171	-3.65186394235238	-4.6154313192032	-0.98037325007497	4.83520554805576	-0.203893891227485	0.411458346247924	0.396579288787647	0.676714921210562	0.414352770020171	0.705024472556356
k__Bacteria;p__Chloroflexi	-4.22291570955711	-4.0119486886902	-4.36050804225344	-0.0123168794094344	4.72804928537772	-0.00140436537799448	0.499349805033107	0.531886440155553	0.797992391984875	0.563143782714048	0.812938772940977
k__Bacteria;p__Cyanobacteria	3.20686812864297	3.83334893154677	2.84159929948804	-0.787792138949047	6.04835380095466	-0.115265680788542	0.439531868205379	0.794113250065237	0.922260134731897	0.665510761490831	0.891269318137136
k__Bacteria;p__Firmicutes	11.4646729755137	12.0086446282586	11.2315610690183	-0.528326707012725	2.74440689447718	-0.172601432277091	0.418725629449136	0.639502404869451	0.895549674073584	0.546470976577863	0.861085242196456
k__Bacteria;p__Fusobacteria	1.60456147426995	1.83298773969798	1.55708467352632	-0.0961080310356901	7.9528253918263	-0.0107354474580011	0.496093750551928	0.76770847149377	0.917568548759583	0.843637304897022	0.934098912044722
k__Bacteria;p__Gemmatimonadetes	-4.13160258402081	-3.84858455203315	-4.44805105269758	-0.489262964433216	4.46096254992752	-0.0962849664794914	0.451235377548979	0.483268317203456	0.769152136449647	0.494499123910258	0.780818112511321
k__Bacteria;p__Proteobacteria	11.7112537119762	9.97331661539516	13.0539882708741	2.75243411997854	2.75892836499141	0.892161147610792	0.165149630423261	0.0213172775578176	0.198205861381411	0.00270109488670197	0.0382687284217605
k__Bacteria;p__SR1	-3.94881480297167	-3.14997110481262	-4.45033615396347	-1.40072819389748	4.83807833259561	-0.265149890843163	0.36931081300485	0.366655693176616	0.679550038576918	0.35150414024232	0.682393514289536
k__Bacteria;p__Spirochaetes	-3.33282838000804	-2.88546646405106	-3.68231444181731	-0.35593968784544	5.2398897655233	-0.0632913973682194	0.469440836572152	0.557784947278794	0.83645693493842	0.577418449447197	0.843901858475129
k__Bacteria;p__Synergistetes	-3.89739866147871	-3.71369486717918	-4.07564702987236	-0.414831783144329	4.32287086525175	-0.0788180135231741	0.452535767477595	0.491791226631763	0.769120567554222	0.529192154183741	0.799804935939246
k__Bacteria;p__TM7	-0.646406554312837	-1.74280303036284	-0.0458627967154257	0.900618108863363	6.07366491750119	0.138129180462434	0.445312507820074	0.642072265745109	0.867430469651102	0.594695490118831	0.862745769156723
k__Bacteria;p__Tenericutes	-3.64998371459342	-2.29469040567366	-4.3826127630129	-2.1872152229707	4.25476498455065	-0.457498636218037	0.299479200427079	0.199923636508469	0.46495158462678	0.152485093521067	0.4043191178153
k__Bacteria;p__[Thermi]	-2.25256957142493	-3.54813835167739	-0.887332847968815	3.07141731930654	4.43505013797536	0.612871939080668	0.24088546671732	0.0976232218761952	0.310997074842511	0.0496564079924054	0.231324157358711
