featureid	rab.all	rab.win.2.asymptomatic	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Actinobacteria	7.80109021012279	8.01566864742247	7.68753879723144	-0.797268300837043	4.79704093459233	-0.144625303442728	0.433593755372255	0.372620804649458	0.492933223809006	0.520059054974349	0.618878839640021
k__Bacteria;p__Bacteroidetes	8.12849536816794	7.17977580961122	9.2819280042061	2.28257479418599	3.62862189077782	0.60249940614341	0.19531253851729	0.0064398674612805	0.0220368149595606	0.00295186373042932	0.0109524697285651
k__Bacteria;p__Chlorobi	-3.62350038827286	-5.77923255626576	1.39406687924154	6.64385627564563	5.44807447122912	1.05039631802141	0.149414117307867	0.00142612583536524	0.00634353257612836	0.000602558797549893	0.003664273234875
k__Bacteria;p__Cyanobacteria	-3.33636511535728	-2.88879493067291	-3.40935157518999	-0.531656928634583	8.57220266624873	-0.0647443565465875	0.46777344007182	0.639058683874758	0.698167130804579	0.743530222739489	0.787777421913078
k__Bacteria;p__Firmicutes	10.4026346404994	9.66691512667536	10.8417565888033	1.11309537483946	2.82751827104009	0.330737968502411	0.368164073760217	0.342033859027001	0.46073879010351	0.244511993899856	0.358526663415653
k__Bacteria;p__Fusobacteria	0.324646244630754	5.17756986461713	-2.02979016683078	-5.73302500508035	6.74689781994018	-0.763812960009513	0.210937534505236	0.00646712772199889	0.0204085463209482	0.00513979235169251	0.0169773739260624
k__Bacteria;p__GN02	-5.01736290970716	-5.28913231229282	-4.72368972519998	0.260384408917278	5.04277566267954	0.0489392753127195	0.475121953197682	0.527070038785728	0.605649966465531	0.523576820133607	0.599005524565534
k__Bacteria;p__Proteobacteria	9.68710490481008	7.82351005776135	11.3048610380227	3.30272164314874	3.14800590548783	0.903401900530568	0.153320365560052	0.00153631755626528	0.00915526101754315	0.000497213284822386	0.00346651114436888
k__Bacteria;p__SR1	-3.57576848425744	-2.83079770480265	-4.23881298640316	-1.47727717247703	4.40371556118154	-0.298516582881035	0.341796888971585	0.276761712590938	0.371519982788552	0.230960141078947	0.323767665832958
k__Bacteria;p__Spirochaetes	-3.36325459452683	-2.41878371708289	-4.1858638961487	-2.04186432664641	5.10209674108184	-0.361911330694485	0.343750013761528	0.191026634427535	0.259515528170204	0.183585183214844	0.262810527765225
k__Bacteria;p__Synergistetes	-5.13421999747113	-5.38185317306338	-4.80563667098057	0.578135011900307	4.72122890065691	0.108576459179033	0.451171878917873	0.472143776011884	0.550255615591381	0.495438489039014	0.573492881009656
k__Bacteria;p__TM7	-1.80911116730148	1.19853793534496	-3.1164391961743	-3.6401021477869	6.00182727550771	-0.557387432559458	0.286829288957015	0.0512952246474204	0.107285277859284	0.0427856301139827	0.0923037192750669
k__Bacteria;p__Tenericutes	-3.25689391328984	-2.64857169151068	-3.90259867100141	-1.32468673431549	4.52277191112381	-0.262782101474673	0.371093760973953	0.344620363809211	0.435332042354725	0.287606540230372	0.380915607774162
k__Bacteria;p__[Thermi]	-4.95361119161255	-5.6564912643243	-4.06175594865421	1.59466246148058	4.74330045433574	0.286273199213569	0.358398449734753	0.250104647641306	0.335517285030275	0.234616596196068	0.314172904176568
