featureid	rab.all	rab.win.2.asymptomatic	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	3.19564046737214	7.4916143590369	0.0276976783383951	-6.6731319976884	6.71517345545346	-0.877227265332165	0.195121989714174	0.00380936223714886	0.0310780901127482	0.00255805794335391	0.0265894854406795
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia	2.64300346464609	8.8603479394601	0.0387178588321175	-7.43161362064868	7.21429626852944	-0.915360245859504	0.19414638022833	0.00171483162397258	0.0170757798829434	0.00269625204509429	0.0276670446205362
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga	1.4936914338183	6.45954251270756	-0.689110586656406	-6.72273600585128	5.97267531997556	-1.00778219471092	0.15039067936271	0.000861780763914778	0.00898101243288204	0.000954560277772841	0.0124499078293658
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium	1.07064134389057	-0.642995126138167	6.32489080395513	7.29154373128705	6.50360298266147	0.93064272665217	0.166829315823031	0.00159583151694435	0.0148127782340038	0.00126882617998155	0.0156224917963345
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia	1.77321737549977	-0.674377347681851	12.4001430422191	12.7297826989775	5.44705160240716	1.60322152268598	0.125976629990674	1.46607769012787e-05	0.000524612932065241	0.000132691373053462	0.00475928834684091
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__;g__	0.705376083606541	-0.833557782966452	4.97977111244037	5.409685048024	5.29332188914344	0.921414766897494	0.175609800529653	0.00929864859138192	0.042333146068935	0.00215371247060247	0.0225062802278283
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus	2.51135878287965	-0.495331674656601	11.4718710854369	11.4987218052204	6.81020354426689	1.41073894373271	0.114146417130741	1.79966970949122e-05	0.00066338024841189	7.38552448990517e-05	0.00362460099174377
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0.160960794621504	-0.961939461935239	5.82225297694378	7.21863790234888	7.36821801353148	0.855148991086625	0.213867221313181	0.00457453390722263	0.0328050479945011	0.00976056071129028	0.0558549269784547
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	1.73868952939495	-0.635466085987573	11.8949466243078	11.9047646854998	6.42776824744435	1.39025647282882	0.127804944258171	5.96198811067041e-05	0.00118229715714856	0.00013747918390296	0.00504584609954933
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	9.00254265438146	11.7361482480064	2.99123101499877	-7.45497321650063	7.48056289741597	-0.765901931589687	0.221679719549341	0.00330820084126467	0.0325703042496435	0.00367430690351121	0.0374155826517296
