featureid	rab.all	rab.win.2.asymptomatic	rab.win.3.mild	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria	-4.09312895857729	-4.38334880331683	-3.71645601223714	0.763987303595591	4.69190116534445	0.140992324366689	0.428292688733938	0.464112660330971	0.566200811571012	0.469756646141554	0.57743565879826
k__Bacteria;p__Actinobacteria	11.3385963349094	9.39230936346993	11.8215967869675	2.51994910206994	2.97260348694673	0.713794720680993	0.261718774501448	0.00328757381912759	0.0231418642448301	0.0240478920165278	0.0958296125904681
k__Bacteria;p__Armatimonadetes	-4.28448687160315	-4.38119091352312	-4.19251390191669	0.156048957630833	4.39973998471962	0.0290764781293288	0.481445313976627	0.527705700792633	0.621738174179507	0.542216639368467	0.637723242561601
k__Bacteria;p__Bacteroidetes	7.46056053851044	8.66720932685374	6.43025106775321	-1.86771755332437	4.64838145121512	-0.361280484236775	0.334960952219874	0.225694011392522	0.390263357366801	0.0937359896832369	0.245727840266834
k__Bacteria;p__Chlorobi	-4.34284403555086	-4.25408196465607	-4.42062088836745	-0.380124168421827	4.76183191803049	-0.076286496841508	0.462890627965522	0.530876637208221	0.624175039765835	0.517991273956746	0.613819375740841
k__Bacteria;p__Chloroflexi	-4.21052845378912	-4.37084570600611	-3.98786827606673	0.472106659276166	4.55501701731891	0.0852290680840965	0.459960940702554	0.486018366029542	0.584253519484732	0.495808057660098	0.588269082469953
k__Bacteria;p__Cyanobacteria	2.30314871698566	-1.61861783369524	3.10825666578906	2.92089670818552	7.73318320943559	0.35410436196566	0.369140636164496	0.0886588074555099	0.224728464689418	0.197869743789636	0.358549251903964
k__Bacteria;p__Firmicutes	11.2949526082229	11.0234357817942	11.5530681759736	0.462350714111285	2.78489418828434	0.162494037569083	0.424804693614273	0.515441702500339	0.634553432215034	0.552396673087869	0.658147348734834
k__Bacteria;p__Fusobacteria	4.22547780042063	6.71107161737442	1.94437061896741	-3.10577737031379	7.97455503024131	-0.343305489266404	0.360975621707161	0.205486354805271	0.367646455891361	0.180904344840043	0.338420802832008
k__Bacteria;p__GN02	-4.08974512252626	-3.80642723350621	-4.38128343164721	-0.659568787228737	4.80459349338313	-0.137370878025258	0.440975614503948	0.448846744840377	0.561097000126344	0.456149054494999	0.563001358889796
k__Bacteria;p__Gemmatimonadetes	-4.33072966421313	-4.4982709806003	-4.13056825856759	0.282980918462912	4.49644529293846	0.0549096936875173	0.471219514485517	0.527155138787577	0.629473849798031	0.546154600474135	0.639285370259005
k__Bacteria;p__Proteobacteria	11.0767793038214	9.34138242174244	13.4166955423861	3.64613462329759	2.80425232141326	1.14145480036836	0.130859439484422	0.00195483701561587	0.0189071063806682	0.000101322104879446	0.00162993182583897
k__Bacteria;p__SR1	-2.81192807269322	-1.3670886347135	-4.17203701875838	-2.61990034655127	5.30246542545141	-0.43153886456438	0.28710939566545	0.0944019261989087	0.206226640170902	0.0734022816189	0.171748096487056
k__Bacteria;p__Spirochaetes	-2.3913531738008	-1.15182140601813	-3.35784358199128	-2.05118130060058	6.00973500814271	-0.30486984746432	0.359024402391471	0.230090711389527	0.370326964459136	0.214208641427549	0.350673210403174
k__Bacteria;p__Synergistetes	-3.89614855839426	-3.9362611680217	-3.83509268549797	-0.0347998692988103	4.59349212530791	-0.00504522555087531	0.498046875155223	0.504283957481261	0.61446424262875	0.53570195385208	0.636238367134848
k__Bacteria;p__TM7	0.998595962207849	2.57638171923674	0.250258695469221	-1.91406478323518	6.60709472988419	-0.258360191529245	0.384390253590291	0.307665938625862	0.460941758629038	0.266109640362364	0.416858059260449
k__Bacteria;p__Tenericutes	-2.94137363895795	-1.39088205893148	-4.17305596901631	-3.10037335733499	4.89952571887499	-0.557133092892196	0.267317096728411	0.0599800616094303	0.140904629398752	0.0493312573471883	0.130982355462342
k__Bacteria;p__[Thermi]	-2.76547092735899	-4.1450071126024	-0.478016834928649	3.62496682594316	4.61384160151223	0.695948956559234	0.206054723198657	0.0259604327439896	0.0748565125178857	0.00832040019444183	0.0404380959742369
